scope,anchor,design,group,outcome,outcome_label,family,fe,b,se,p,N,clusters,mean_y,status
mech,high_sat80_t,simple DID within joint A3 x baseline-orientation group,low insecurity + farm-orientation top,ib_nonfarm_curr_n,Current nonfarm workers,nonfarm,stackyear,-0.0010405632341191975,0.10700421967813456,0.9922410886583528,768.0,67.0,0.1402936378466558,ok
mech,high_sat80_t,simple DID within joint A3 x baseline-orientation group,low insecurity + farm-orientation top,ib_nonfarm_curr_n,Current nonfarm workers,nonfarm,provyear,-0.15278733654507917,0.06673399274336274,0.022050439522239174,758.0,65.0,0.1402936378466558,ok
mech,high_sat80_t,simple DID within joint A3 x baseline-orientation group,low insecurity + farm-orientation top,ib_nonfarm_curr_ge2,At least two current nonfarm workers,nonfarm,stackyear,0.007413193517600114,0.024406193808011005,0.7613242264393643,768.0,67.0,0.015497553017944535,ok
mech,high_sat80_t,simple DID within joint A3 x baseline-orientation group,low insecurity + farm-orientation top,ib_nonfarm_curr_ge2,At least two current nonfarm workers,nonfarm,provyear,-0.044046799724707486,0.026422044282971124,0.09550498381223536,758.0,65.0,0.015497553017944535,ok
mech,high_sat80_t,simple DID within joint A3 x baseline-orientation group,low insecurity + farm-orientation top,nonfarm_ge2_no_rentin,>=2 nonfarm workers without rent-in,nonfarm,stackyear,0.014200230830694573,0.027748024688767105,0.6088214674886765,728.0,66.0,0.010951979780960405,ok
mech,high_sat80_t,simple DID within joint A3 x baseline-orientation group,low insecurity + farm-orientation top,nonfarm_ge2_no_rentin,>=2 nonfarm workers without rent-in,nonfarm,provyear,-0.04472843450479238,0.027417238915623064,0.10280632224424589,718.0,65.0,0.010951979780960405,ok
mech,high_sat80_t,simple DID within joint A3 x baseline-orientation group,low insecurity + farm-orientation top,rb_farm_any,Any own-farm production,farm-exit,stackyear,-0.003950595457520521,0.04889917759550889,0.9356084583734146,766.0,67.0,0.8897058823529411,ok
mech,high_sat80_t,simple DID within joint A3 x baseline-orientation group,low insecurity + farm-orientation top,rb_farm_any,Any own-farm production,farm-exit,provyear,-0.008947006194081243,0.07691337302468448,0.9073943745551332,756.0,65.0,0.8897058823529411,ok
mech,high_sat80_t,simple DID within joint A3 x baseline-orientation group,low insecurity + farm-orientation top,asinh_rb_inc_farm_w99,asinh farm income,farm-exit,stackyear,-1.220258976612904,0.978139466802164,0.2122029846366934,744.0,67.0,9.254907112940804,ok
mech,high_sat80_t,simple DID within joint A3 x baseline-orientation group,low insecurity + farm-orientation top,asinh_rb_inc_farm_w99,asinh farm income,farm-exit,provyear,-3.2139829820130004,2.9255260978194086,0.2719425760863501,734.0,65.0,9.254907112940804,ok
mech,high_sat80_t,simple DID within joint A3 x baseline-orientation group,high insecurity + farm-orientation bottom,any_rentin,Any rented-in land,rent-in,stackyear,0.05555555555555556,0.08818325909924031,0.5286938250571787,374.0,35.0,0.06913183279742766,ok
mech,high_sat80_t,simple DID within joint A3 x baseline-orientation group,high insecurity + farm-orientation bottom,any_rentin,Any rented-in land,rent-in,provyear,,,,,,,error: no regressors after FE
mech,high_sat80_t,simple DID within joint A3 x baseline-orientation group,high insecurity + farm-orientation bottom,asinh_rentin,asinh rented-in area,rent-in,stackyear,0.06908636634438,0.09577650110714857,0.47070712765385636,372.0,35.0,0.08681184488872527,ok
mech,high_sat80_t,simple DID within joint A3 x baseline-orientation group,high insecurity + farm-orientation bottom,asinh_rentin,asinh rented-in area,rent-in,provyear,,,,,,,error: no regressors after FE
mech,high_sat80_t,simple DID within joint A3 x baseline-orientation group,high insecurity + farm-orientation bottom,rentin_and_farm_any,Rent-in and own-farm production,rent-in,stackyear,0.05555555555555556,0.08818325909924031,0.5286938250571787,374.0,35.0,0.05627009646302251,ok
mech,high_sat80_t,simple DID within joint A3 x baseline-orientation group,high insecurity + farm-orientation bottom,rentin_and_farm_any,Rent-in and own-farm production,rent-in,provyear,,,,,,,error: no regressors after FE
mech,high_sat80_t,simple DID within joint A3 x baseline-orientation group,high insecurity + farm-orientation bottom,ib_nonfarm_curr_n,Current nonfarm workers,nonfarm,stackyear,0.5833333333333329,0.1679214742047988,0.0005130554990480168,382.0,35.0,1.2578125,ok
mech,high_sat80_t,simple DID within joint A3 x baseline-orientation group,high insecurity + farm-orientation bottom,ib_nonfarm_curr_n,Current nonfarm workers,nonfarm,provyear,,,,,,,error: no regressors after FE
mech,high_sat80_t,simple DID within joint A3 x baseline-orientation group,high insecurity + farm-orientation bottom,ib_nonfarm_curr_ge2,At least two current nonfarm workers,nonfarm,stackyear,0.11111111111111108,0.06538720847700347,0.0892666248954014,382.0,35.0,0.3640625,ok
mech,high_sat80_t,simple DID within joint A3 x baseline-orientation group,high insecurity + farm-orientation bottom,ib_nonfarm_curr_ge2,At least two current nonfarm workers,nonfarm,provyear,,,,,,,error: no regressors after FE
mech,high_sat80_t,simple DID within joint A3 x baseline-orientation group,high insecurity + farm-orientation bottom,nonfarm_ge2_no_rentin,>=2 nonfarm workers without rent-in,nonfarm,stackyear,0.13888888888888884,0.07393873024762775,0.06032206924558406,374.0,35.0,0.35691318327974275,ok
mech,high_sat80_t,simple DID within joint A3 x baseline-orientation group,high insecurity + farm-orientation bottom,nonfarm_ge2_no_rentin,>=2 nonfarm workers without rent-in,nonfarm,provyear,,,,,,,error: no regressors after FE
mech,high_sat80_t,simple DID within joint A3 x baseline-orientation group,high insecurity + farm-orientation bottom,rb_farm_any,Any own-farm production,farm-exit,stackyear,-0.3333333333333335,0.039857225082589355,6.104755103274008e-17,380.0,35.0,0.5660377358490566,ok
mech,high_sat80_t,simple DID within joint A3 x baseline-orientation group,high insecurity + farm-orientation bottom,rb_farm_any,Any own-farm production,farm-exit,provyear,,,,,,,error: no regressors after FE
mech,high_sat80_t,simple DID within joint A3 x baseline-orientation group,high insecurity + farm-orientation bottom,asinh_rb_inc_farm_w99,asinh farm income,farm-exit,stackyear,-2.4241950177944784,0.8266054676695082,0.0033601641911107233,374.0,35.0,2.615738991820196,ok
mech,high_sat80_t,simple DID within joint A3 x baseline-orientation group,high insecurity + farm-orientation bottom,asinh_rb_inc_farm_w99,asinh farm income,farm-exit,provyear,,,,,,,error: no regressors after FE
mech,high_sat80_t,simple DID within joint A3 x baseline-orientation group,high insecurity + farm-orientation top,any_rentin,Any rented-in land,rent-in,stackyear,0.2316272965879267,0.06328937558955502,0.000252399108013646,280.0,32.0,0.22271714922049,ok
mech,high_sat80_t,simple DID within joint A3 x baseline-orientation group,high insecurity + farm-orientation top,any_rentin,Any rented-in land,rent-in,provyear,,,,,,,error: no regressors after FE
mech,high_sat80_t,simple DID within joint A3 x baseline-orientation group,high insecurity + farm-orientation top,asinh_rentin,asinh rented-in area,rent-in,stackyear,0.47684801160273427,0.14416375480989316,0.0009407120271434142,280.0,32.0,0.505575728180199,ok
mech,high_sat80_t,simple DID within joint A3 x baseline-orientation group,high insecurity + farm-orientation top,asinh_rentin,asinh rented-in area,rent-in,provyear,,,,,,,error: no regressors after FE
mech,high_sat80_t,simple DID within joint A3 x baseline-orientation group,high insecurity + farm-orientation top,rentin_and_farm_any,Rent-in and own-farm production,rent-in,stackyear,0.17454068241469833,0.05431778758286455,0.0013120791646393391,280.0,32.0,0.21380846325167038,ok
mech,high_sat80_t,simple DID within joint A3 x baseline-orientation group,high insecurity + farm-orientation top,rentin_and_farm_any,Rent-in and own-farm production,rent-in,provyear,,,,,,,error: no regressors after FE
mech,high_sat80_t,simple DID within joint A3 x baseline-orientation group,high insecurity + farm-orientation top,ib_nonfarm_curr_n,Current nonfarm workers,nonfarm,stackyear,0.21488434461951061,0.203792122315482,0.29168650401505003,308.0,33.0,0.16842105263157894,ok
mech,high_sat80_t,simple DID within joint A3 x baseline-orientation group,high insecurity + farm-orientation top,ib_nonfarm_curr_n,Current nonfarm workers,nonfarm,provyear,,,,,,,error: no regressors after FE
mech,high_sat80_t,simple DID within joint A3 x baseline-orientation group,high insecurity + farm-orientation top,ib_nonfarm_curr_ge2,At least two current nonfarm workers,nonfarm,stackyear,0.08246731478377474,0.035058295299015926,0.018658168523288502,308.0,33.0,0.018947368421052633,ok
mech,high_sat80_t,simple DID within joint A3 x baseline-orientation group,high insecurity + farm-orientation top,ib_nonfarm_curr_ge2,At least two current nonfarm workers,nonfarm,provyear,,,,,,,error: no regressors after FE
mech,high_sat80_t,simple DID within joint A3 x baseline-orientation group,high insecurity + farm-orientation top,nonfarm_ge2_no_rentin,>=2 nonfarm workers without rent-in,nonfarm,stackyear,-0.012467191601049879,0.010231703450682745,0.22303918620284746,280.0,32.0,0.011135857461024499,ok
mech,high_sat80_t,simple DID within joint A3 x baseline-orientation group,high insecurity + farm-orientation top,nonfarm_ge2_no_rentin,>=2 nonfarm workers without rent-in,nonfarm,provyear,,,,,,,error: no regressors after FE
mech,high_sat80_t,simple DID within joint A3 x baseline-orientation group,high insecurity + farm-orientation top,rb_farm_any,Any own-farm production,farm-exit,stackyear,-0.13074086490110637,0.14896659680741842,0.38013247933036287,308.0,33.0,0.9178947368421052,ok
mech,high_sat80_t,simple DID within joint A3 x baseline-orientation group,high insecurity + farm-orientation top,rb_farm_any,Any own-farm production,farm-exit,provyear,,,,,,,error: no regressors after FE
mech,high_sat80_t,simple DID within joint A3 x baseline-orientation group,high insecurity + farm-orientation top,asinh_rb_inc_farm_w99,asinh farm income,farm-exit,stackyear,-0.1908488717093654,0.4329347612357656,0.6593390149969403,306.0,33.0,9.625345183525027,ok
mech,high_sat80_t,simple DID within joint A3 x baseline-orientation group,high insecurity + farm-orientation top,asinh_rb_inc_farm_w99,asinh farm income,farm-exit,provyear,,,,,,,error: no regressors after FE
